,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
493,6.95531E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4037c485,76dc4769,1,0,23160,320,50,2667,0,47,-1,221
494,6.95551E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9388fa67,d1e96fc0,1,0,22815,320,50,2647,2,39,-1,23
495,6.95568E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5e955423,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
496,6.95583E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ccc47849,ffc70ef9,1,0,23161,320,50,2667,0,47,-1,221
497,6.95585E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7b036b24,711ee120,1,0,22257,320,50,2545,0,431,-1,221
498,6.95606E+18,1,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,05d9776a,ecb851b2,1,0,22676,320,50,2616,0,35,-1,51
499,6.95625E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,9e1201c7,a8d2c4cf,1,0,23161,320,50,2667,0,47,-1,221
500,6.95641E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e0511bbf,be6db1d7,1,0,23729,320,50,2717,2,47,100233,23
501,6.95644E+17,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dff947da,158e4944,1,0,21679,320,50,2495,2,167,100182,23
502,6.95668E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,8b89048f,2347f47a,cef3e649,8aa2c699,b4f5aade,d2e497d6,1,3,21595,320,50,2478,3,167,100075,23
503,6.95674E+18,0,14103019,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f46f0a98,3bb1ddd7,1,0,23626,320,50,2707,3,937,100156,61
504,6.95689E+18,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7bcb65c5,684581ce,1,0,20093,300,250,2295,2,35,100081,23
505,6.95691E+16,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4e9557de,5096d134,1,0,23161,320,50,2667,0,47,-1,221
506,6.95697E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b576e52d,575d0d2a,1,0,15699,320,50,1722,0,35,100083,79
507,6.95701E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,aea0ddb4,3f133697,be87996b,1,2,23159,320,50,2652,0,171,100248,94
508,6.95702E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4.09E+36,d25693ce,1,0,22676,320,50,2616,0,35,-1,51
509,6.95704E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,14845367,e89d7ec2,1,0,20508,320,50,2351,3,163,-1,61
510,6.95723E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,c57082b2,15a4af7e,1,0,23866,320,50,2736,0,33,100170,246
511,6.95728E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,b367e836,7e21430e,a9fb0439,1,0,18987,320,50,2158,3,291,-1,61
512,6.95733E+18,0,14103019,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,3e20a285,eb6cfb88,3bd9e8e7,4,0,23728,320,50,2717,2,47,-1,23
513,6.95737E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,21abb96c,2347f47a,fc6fa53d,117f4878,a6d3137c,45f06c1c,1,0,380,320,50,112,3,1319,-1,15
514,6.95764E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0fb4b52c,4ea23a13,1,0,22676,320,50,2616,0,35,-1,51
515,6.95766E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,1ac46ae4,76f67383,1,0,23866,320,50,2736,0,33,100171,246
516,6.95783E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,f0cdc2e6,0ff80b9d,1,0,23866,320,50,2736,0,33,-1,246
517,6.95794E+18,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bc0f292b,5e12edef,1,0,17654,300,250,1994,2,39,-1,33
518,6.95798E+18,1,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4d4f6992,ef337993,1,0,17654,300,250,1994,2,39,-1,33
519,6.95799E+18,0,14103019,1005,0,6c7e709c,2.47E+12,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ffa65b05,235bcfc1,1,0,23723,320,50,2716,3,47,-1,23
520,6.95812E+18,0,14103019,1005,1,ba9aee1b,9eaf88fa,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,813b8fad,89416188,1,0,23017,320,50,2658,3,35,100148,23
521,6.95813E+18,0,14103019,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,36a98329,8a4875bd,1,0,23922,320,50,2742,0,163,-1,17
522,6.95818E+18,0,14103019,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,20057416,be6db1d7,1,0,18595,320,50,2104,3,1575,-1,171
523,6.95827E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,b0ada990,88fbaa46,1,2,23866,320,50,2736,0,33,100171,246
524,6.95837E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,d58e21d3,dd8cef66,7abbbd5c,1,0,23898,320,50,2740,0,163,100013,17
525,6.9584E+18,0,14103019,1005,0,11b0b28b,10989c88,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a1de3b2,ecb851b2,1,0,8330,320,50,761,3,175,100075,23
526,6.95857E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,77f32a19,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
527,6.95857E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,5798f901,158e4944,1,0,22633,320,50,2060,3,39,-1,23
528,6.95863E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,ca4e7804,7843f7dc,1,0,23866,320,50,2736,0,33,100170,246
529,6.95872E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,bd81c8dc,4f3e064a,1,0,4687,320,50,423,2,39,100148,32
530,6.95878E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,6d4e42f6,9e3836ff,1,0,16688,320,50,1873,3,39,-1,23
531,6.9589E+17,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
532,6.95898E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,90ef2973,5096d134,1,0,23728,320,50,2717,2,47,100233,23
533,6.95899E+18,0,14103019,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3f6e4e21,78d9bd10,1,0,22680,320,50,2528,0,167,100074,221
534,6.959E+18,0,14103019,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e7319737,d787e91b,1,0,8330,320,50,761,3,175,100075,23
535,6.95904E+17,0,14103019,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4a0ec64,a0f5f879,1,0,8330,320,50,761,3,175,100079,23
536,6.9593E+18,1,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,af1bca2b,c6263d8a,1,0,22676,320,50,2616,0,35,-1,51
537,6.95932E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6fc26774,d4897fef,1,0,21687,320,50,2495,2,167,-1,23
538,6.95935E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c5b81d1,be6db1d7,1,0,17262,320,50,1872,3,39,-1,23
539,6.95967E+18,1,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c9b0e0fb,5096d134,1,0,21679,320,50,2495,2,167,100182,23
540,6.95994E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ff541139,9db53c3c,1,0,21674,320,50,2495,2,167,-1,23
541,6.95999E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,277fe6bc,bfa3a79b,1,0,18489,320,50,2104,3,1575,-1,171
542,6.96009E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,1d0df70e,2347f47a,0f2161f8,4a5a5a8a,4ba64657,058e0eb7,1,3,23725,320,50,2716,3,47,100091,23
543,6.96013E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,5b2f08ec,2347f47a,4ce2e9fc,ba4c84f4,6226379d,c874856c,1,3,16859,320,50,1887,3,39,100199,23
544,6.96013E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7b1780fd,9e3836ff,1,0,22104,320,50,2545,0,431,100084,221
545,6.96023E+18,0,14103019,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f789a68,8a4875bd,1,0,19950,320,50,1800,3,167,100077,23
546,6.96039E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3052bb36,54408210,1,0,22676,320,50,2616,0,35,100083,51
547,6.96062E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0cf2972d,ef726eae,1,0,17037,320,50,1934,2,39,-1,16
548,6.96081E+18,0,14103019,1005,1,636f3a62,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0916c27,bbb316c3,1,0,9461,320,50,901,3,1315,-1,61
549,6.96084E+18,1,14103019,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2637df56,d4897fef,1,0,21893,320,50,2526,0,167,100079,221
550,6.96123E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,897b3059,d6e0e6ff,1,0,23160,320,50,2667,0,47,-1,221
551,6.96124E+18,0,14103019,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,6d7a8a2c,7fdd04d2,1,0,6557,320,50,571,2,39,-1,32
552,6.9613E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,01b78ebd,d1e96fc0,1,0,17014,320,50,1872,3,39,100173,23
553,6.96173E+18,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4c610e3c,1f0bc64f,1,0,19015,300,250,2162,2,39,100101,33
554,6.96198E+18,0,14103019,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1e8f70f1,8a4875bd,1,0,22816,320,50,2648,3,39,100148,23
555,6.96222E+18,0,14103019,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,52733533,dc739d1a,1,0,20969,320,50,2372,0,813,-1,46
556,6.96224E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,f16144af,a9fb0439,1,0,20751,320,50,1895,0,681,100028,101
557,6.9623E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,afa2685a,6afc734f,1,3,23739,320,50,2676,0,299,100176,221
558,6.9628E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd0d2cfb,e9b8d8d7,1,0,17014,320,50,1872,3,39,100173,23
559,6.9628E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c5f3abcb,f39b265e,1,0,22676,320,50,2616,0,35,-1,51
560,6.96328E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,37a1ef33,7abbbd5c,1,0,23160,320,50,2667,0,47,-1,221
561,6.96344E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,e93c2109,f4fffcd0,1,0,20508,320,50,2351,3,163,-1,61
562,6.96353E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,00833f61,c730b3c6,1,0,23160,320,50,2667,0,47,-1,221
563,6.96367E+18,1,14103019,1002,0,203b00f1,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,0f7c61dc,24e26da1,373ecbe6,0,0,23438,320,50,2684,2,1327,100004,52
564,6.96371E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,f05683b5,6db7d068,1,0,23866,320,50,2736,0,33,100170,246
565,6.96386E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ee267d65,213de82a,1,0,22676,320,50,2616,0,35,100084,51
566,6.96405E+17,0,14103019,1002,0,15941585,0150cc3e,50e219e0,ecad2386,7801e8d9,07d7df22,b784ab1c,38f8092e,eb248eef,0,0,22701,320,50,2624,0,35,-1,221
567,6.96411E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,b526759d,365e64e3,1,0,23161,320,50,2667,0,47,-1,221
568,6.96413E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ed772024,ef726eae,1,0,23726,320,50,2717,2,47,100233,23
569,6.96419E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7375a54e,1ebc7efd,1,0,22676,320,50,2616,0,35,100084,51
570,6.96425E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,0ddc015e,6569eeb3,1,0,23160,320,50,2667,0,47,-1,221
571,6.9643E+18,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a4189a86,be74e6fe,1,0,19015,300,250,2162,2,39,-1,33
572,6.96474E+18,0,14103019,1002,0,5b787406,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,1da2090e,a8c00e75,08ac11ab,0,0,23438,320,50,2684,2,1327,-1,52
573,6.96484E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,2a34457c,2347f47a,dc97ec06,f17b5940,d4f97449,34d5fa08,1,0,22614,300,250,2610,3,167,-1,23
574,6.96518E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,e6a15471,5096d134,1,0,21273,320,50,2443,2,39,-1,23
575,6.96519E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,913215f6,1f0bc64f,1,0,23161,320,50,2667,0,47,-1,221
576,6.96522E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4c499c21,7b7ca585,1,0,23161,320,50,2667,0,47,-1,221
577,6.96536E+18,0,14103019,1005,0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f08afcec,7abbbd5c,1,0,17239,320,50,1973,3,39,-1,23
578,6.96537E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,683ed24f,3c55fad5,1,0,23161,320,50,2667,0,47,-1,221
579,6.96546E+17,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2edc4704,6332421a,1,0,17653,300,250,1994,2,39,100084,33
580,6.96548E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,7bac6796,bbeedfee,1,0,21611,320,50,2480,3,299,100111,61
581,6.96584E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,fe014083,cc9aa7a0,1,0,23866,320,50,2736,0,33,-1,246
582,6.96612E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,06312b16,2203a096,1,0,22104,320,50,2545,0,431,100084,221
583,6.96625E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,940517fd,1c6a881d,1,2,23161,320,50,2667,0,47,-1,221
584,6.9664E+18,1,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,175ce618,684581ce,1,0,23723,320,50,2716,3,47,-1,23
585,6.96641E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,391423fe,ecb851b2,1,0,23729,320,50,2717,2,47,100233,23
586,6.9667E+18,1,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4ff8c4ac,04f5b394,1,0,22813,320,50,2647,2,39,100148,23
587,6.96694E+17,1,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c76ba12c,aaffed8f,1,0,22676,320,50,2616,0,35,100083,51
588,6.96726E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,1e685479,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
589,6.96729E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddf9024c,0eb711ec,1,0,22815,320,50,2647,2,39,100148,23
590,6.96763E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,ca4e7804,7843f7dc,1,0,23866,320,50,2736,0,33,100170,246
591,6.96781E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,a72c2315,1f0bc64f,1,0,23160,320,50,2667,0,47,-1,221
592,6.96785E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e4aec8a0,1f0bc64f,1,0,22676,320,50,2616,0,35,100083,51
593,6.96785E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,431a4ab7,2347f47a,0f2161f8,a99f214a,ccacc487,a10bbbc2,1,2,23730,300,250,2717,2,47,-1,23
594,6.96793E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,d6bea05e,1ccc7835,1,3,23737,320,50,2676,0,299,100176,221
595,6.96801E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,4c81e719,be74e6fe,1,0,4687,320,50,423,2,39,100148,32
596,6.96823E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,d6b23428,7abbbd5c,1,0,23729,320,50,2717,2,47,100233,23
597,6.96843E+18,0,14103019,1002,0,61a8c644,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,837b4676,10a63ce4,6c45bcba,0,0,21789,320,50,2512,2,291,100022,52
598,6.96843E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0d8dd1c5,731d1539,be6db1d7,1,0,22624,320,50,2374,3,39,-1,23
599,6.96851E+18,0,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,791a3969,0eb711ec,1,0,17014,320,50,1872,3,39,100221,23
600,6.96859E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,876efa7b,04f5b394,1,0,4687,320,50,423,2,39,100148,32
601,6.96859E+18,0,14103019,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e2779f71,afc832f2,1,0,19015,300,250,2162,2,39,100155,33
602,6.96863E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,4e9d7857,1ccc7835,1,0,23897,320,50,2740,0,163,100013,17
603,6.96867E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,d2f3e6ec,cc9aa7a0,1,0,23866,320,50,2736,0,33,100170,246
604,6.9688E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,50c21e7b,6fc32061,0f006548,1,0,18588,320,50,2104,3,1575,-1,171
605,6.96884E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,ca176ed0,2ea4f8ba,1,0,21611,320,50,2480,3,299,100111,61
606,6.96897E+17,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,73bc1b0b,15a4af7e,1,0,23866,320,50,2736,0,33,100171,246
607,6.969E+18,0,14103019,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,490e7716,8a4875bd,1,0,21893,320,50,2526,0,167,100075,221
608,6.969E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a99f214a,702c492f,9e3836ff,1,0,24041,320,50,2756,3,299,100112,61
609,6.96908E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,e525699d,1f0bc64f,1,0,23866,320,50,2736,0,33,-1,246
610,6.96913E+18,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2839f814,c6263d8a,1,0,17653,300,250,1994,2,39,-1,33
611,6.9694E+18,0,14103019,1005,0,ff361da0,6dbd48f0,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,699bbce6,d31a172e,1,0,23635,320,50,2708,2,39,100176,23
612,6.96962E+18,1,14103019,1002,0,69bc54b5,effa675a,50e219e0,ecad2386,7801e8d9,07d7df22,2fe210ee,94cabb77,0e88538f,0,0,21789,320,50,2512,2,291,-1,52
613,6.96966E+18,0,14103019,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ab4ae807,6c15a39b,1,0,18588,320,50,2104,3,1575,100141,171
614,6.96976E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,9cd7a004,dc15c87e,1,2,23161,320,50,2667,0,47,-1,221
615,6.96995E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,b7121e64,e0f3658f,649e7a14,1,0,23725,320,50,2716,3,47,-1,23
616,6.9703E+18,0,14103019,1005,0,ac696ed4,c7dcd9d1,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,f62226d0,a8d2c4cf,1,0,23015,320,50,2658,3,35,100148,23
617,6.97053E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,59fd89e1,88fbaa46,1,2,23161,320,50,2667,0,47,-1,221
618,6.97086E+17,0,14103019,1005,0,faf9c1c2,c8223ee3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e75ae0b0,7abbbd5c,1,0,23723,320,50,2716,3,47,-1,23
619,6.97104E+18,0,14103019,1002,0,ba85e0e9,7acc821d,50e219e0,ecad2386,7801e8d9,07d7df22,6dba8324,d200e31c,f8f9e526,0,0,6563,320,50,572,2,39,-1,32
620,6.97112E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,f1a2d123,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
621,6.97131E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ba45b588,a0b262c6,1,2,23726,320,50,2717,2,47,-1,23
622,6.97139E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e89ed3e2,7b7ca585,1,0,23729,320,50,2717,2,47,100233,23
623,6.97152E+18,1,14103019,1002,0,203b00f1,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,0f7c61dc,07768b62,373ecbe6,0,0,23438,320,50,2684,2,1327,100004,52
624,6.97169E+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,31ea917f,81892725,1,0,23161,320,50,2667,0,47,100173,221
625,6.97196E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,46774ea6,15ec7f39,0f2161f8,9f262724,83e29c5c,a264bba3,1,5,21611,320,50,2480,3,299,100111,61
626,6.97197E+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3e44041f,711ee120,1,0,22676,320,50,2616,0,35,-1,51
627,6.97217E+18,1,14103019,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2d0616e5,fce66524,1,0,22832,320,50,2647,2,39,100148,23
628,6.9722E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,0916a81b,aad45b01,1,0,20984,320,50,2371,0,559,-1,46
629,6.97262E+18,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,ca4e7804,7843f7dc,1,0,23866,320,50,2736,0,33,100170,246
